id,name,brand,RAM,ROM,processor,screen_size,price,reviews,links,source
1235,BRAND NEW HP 15s -fq5340TU Intel Core i3 8GB 256GB SSD 15.6 FHD Windows 11 Home Fingerprint Reader HD Camera Dual Speakers Bluetooth 4.2 Wireless card Natural Silver one year Warranty Laptop,HP,8GB,256GB SSD,Intel Core i3,,59999,0,https://www.kilimall.co.ke/listing/1000291168-brand-new-hp-15s-fq5340tu-intel-core-i3-8gb-256gb-ssd-156-fhd-windows-11-home-fingerprint-reader-hd-camera-dual-speakers-bluetooth-42-wireless-card-natural-silver-one-year-warranty-laptop?skuId=10000997467&source=search-enterSearch-laptop,Kilimall
1236,HP EliteBook 840 G5 Core i5 8GB RAM 256GB SSD 8th Generation 14 Inch Full HD 1.6GHz up to 3.9GHz Quad Core Processor Windows 11 Professional Ultra Slim Refurbished Laptop,HP,8GB,256GB SSD,Intel Core i5,14.0,33000,0,https://www.kilimall.co.ke/listing/1000297113-hp-elitebook-840-g5-core-i5-8gb-ram-256gb-ssd-8th-generation-14-inch-full-hd-16ghz-up-to-39ghz-quad-core-processor-windows-11-professional-ultra-slim-refurbished-laptop?skuId=10001023638&source=search-enterSearch-laptop,Kilimall
1237,"REFURBISHED LENOVO THINKPAD YOGA 380 CORE I5 8GB RAM 256GB SSD,8TH GENERATION , 14 TOUCHSCREEN ,X360,STYLUS PEN ,LAPTOP FREE BAG",Lenovo,8GB,256GB SSD,Intel Core i5,,24999,2,https://www.kilimall.co.ke/listing/2931617-hot-limited-offer-refurbished-lenovo-thinkpad-yoga-380-core-i5-8gb-ram-256gb-ssd8th-generation-14-touchscreen-x360stylus-pen-laptop-free-bag?skuId=19631294&source=search-enterSearch-laptop,Kilimall
1238,"HP 11.6 ProBook x360 11 G5, 4GB RAM, 128GB SSD Multi-Touch 2-in-1 Laptop",HP,4GB,128GB SSD,Unknown,,29300,0,https://www.kilimall.co.ke/listing/1000314649-hp-116-probook-x360-11-g5-4gb-ram-128gb-ssd-multitouch-2in1-laptop?skuId=10001088986&source=search-enterSearch-laptop,Kilimall
1239,"BLACK REFURBISHED DELL LATITUDE 5430 LAPTOP CORE INTEL I5 4 GBRAM 500GB HDD 6 MONTHS WARRANTY 14 INCH , INSTALLED WINDOWS 10 PRO",Dell,4GB,500GB HDD,Intel Core i5,14.0,12499,0,https://www.kilimall.co.ke/listing/1000397048-black-friday-offer-refurbished-dell-latitude-5430-laptop-core-intel-i5-4-gbram-500gb-hdd-6-months-warranty-14-inch-installed-windows-10-pro?skuId=10001504306&source=search-enterSearch-laptop,Kilimall
1240,Refurbished HP Elitebook 745 G4 - Intel AMD A10 - 8GB RAM 256GB SSD ROM - 14 Windows 10 Refurbished Laptop Computer Notebook,HP,8GB,256GB SSD,Unknown,,25099,0,https://www.kilimall.co.ke/listing/1000286196-refurbished-hp-elitebook-745-g4-intel-amd-a10-8gb-ram-256gb-ssd-rom-14-windows-10-refurbished-laptop-computer-notebook?skuId=10000981200&source=search-enterSearch-laptop,Kilimall
1241,Dell Latitude E7270 Laptop Intel Core i7 6th 8G256GB SSD 12.5 Refurbished Laptop Computer Notebook Black,Dell,Unknown,Unknown,Intel Core i7,,24999,2,https://www.kilimall.co.ke/listing/2849061-special-offer-dell-latitude-e7270-laptop-intel-core-i7-6th-8g256gb-ssd-125-refurbished-laptop-computer-notebook-black?skuId=19405094&source=search-enterSearch-laptop,Kilimall
1242,"HP EliteBook 820 G1 Core I7 8GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished,",HP,8GB,500GB HDD,Intel Core i7,,19999,0,https://www.kilimall.co.ke/listing/1000431481-hp-elitebook-820-g1-core-i7-8gb-ram-500gb-hdd-slim-ultrabook-laptop-refurbished?skuId=10001632772&source=search-enterSearch-laptop,Kilimall
1243,"HP Refurbished EliteBook Folio 9470 G1 14 Intel Core I5 4GB, 500GB  FREE Laptop Bag",HP,4GB,500GB,Intel Core i5,,29500,0,https://www.kilimall.co.ke/listing/2589562-hp-refurbished-elitebook-folio-9470-g1-14-intel-core-i5-4gb-500gb-free-laptop-bag?skuId=18587527&source=search-enterSearch-laptop,Kilimall
1244,Core i58gb256gb ssd 14 Refurbished Hp Elitebook 840 G3 Laptop Intel Core i5 6th Gen 8GB RAM  256GB SSD 14 Backlit Keyboard Notebook Laptop Computer Windows 10,HP,8GB,256GB SSD,Intel Core i5,,26499,2,https://www.kilimall.co.ke/listing/1000170833-core-i58gb256gb-ssd-14-refurbished-hp-elitebook-840-g3-laptop-intel-core-i5-6th-gen-8gb-ram-256gb-ssd-14-backlit-keyboard-notebook-laptop-computer-windows-10?skuId=10000434769&source=search-enterSearch-laptop,Kilimall
1245,"HOT DEALS REFURBISHED HP ELITEBOOK 820 G1 Laptops CORE I5 4GB RAM 500GB, 4TH GENERATION , 6 Months Warranty INSTALLED WINDOWS 11",HP,4GB,500GB,Intel Core i5,,16499,2,https://www.kilimall.co.ke/listing/2864784-hot-limited-deals-refurbished-hp-elitebook-820-g1-laptops-core-i5-4gb-ram-500gb-4th-generation-6-months-warranty-installed-windows-11?skuId=19446780&source=search-enterSearch-laptop,Kilimall
1246,i58GB512GB SSDFree MouseRefurbished HP Probook 640 G1 Laptop Intel Core i5 8GB RAM  512GB SSD ROM 14 Windows 11 6 months warranty Notebook Bluetooth Webcam Laptops,HP,8GB,512GB SSD,Intel Core i5,,22999,0,https://www.kilimall.co.ke/listing/1000273116-i58gb512gb-ssdfree-mouserefurbished-hp-probook-640-g1-laptop-intel-core-i5-8gb-ram-512gb-ssd-rom-14-windows-11-6-months-warranty-notebook-bluetooth-webcam-laptops?skuId=10000926505&source=search-enterSearch-laptop,Kilimall
1247,i58GB500GBFree MouseRefurbished HP Probook 640 G1 Laptop Intel Core i5 8GB RAM  500GB HDD ROM 14 Windows 11 6 months warranty Notebook Bluetooth Webcam Laptops,HP,8GB,500GB HDD,Intel Core i5,,20599,0,https://www.kilimall.co.ke/listing/1000273063-i58gb500gbfree-mouserefurbished-hp-probook-640-g1-laptop-intel-core-i5-8gb-ram-500gb-hdd-rom-14-windows-11-6-months-warranty-notebook-bluetooth-webcam-laptops?skuId=10000926372&source=search-enterSearch-laptop,Kilimall
1248,i58GB256GB SSDFree MouseRefurbished HP Probook 640 G1 Laptop Intel Core i5 8GB RAM  256GB SSD ROM 14 Windows 11 6 months warranty Notebook Bluetooth Webcam Laptops,HP,8GB,256GB SSD,Intel Core i5,,22399,0,https://www.kilimall.co.ke/listing/1000273147-i58gb256gb-ssdfree-mouserefurbished-hp-probook-640-g1-laptop-intel-core-i5-8gb-ram-256gb-ssd-rom-14-windows-11-6-months-warranty-notebook-bluetooth-webcam-laptops?skuId=10000926642&source=search-enterSearch-laptop,Kilimall
1249,HP EliteBook 840 G2 Laptop Intel Core i5 8GB RAM  500GB HDD Storage 14 inch Display Refurbished Business Laptops PC Notebook High Quality Windows Computer,HP,8GB,500GB HDD,Intel Core i5,14.0,19000,0,https://www.kilimall.co.ke/listing/1000289149-offer-offer-hp-elitebook-840-g2-laptop-intel-core-i5-8gb-ram-500gb-hdd-storage-14-inch-display-refurbished-business-laptops-pc-notebook-high-quality-windows-computer?skuId=10000990339&source=search-enterSearch-laptop,Kilimall
1250,Refurbished Hp Elitebook 820 G3 Notebook - Intel Core i5 6th Gen - 8GB Ram 256gb ssd - 12.5 Laptops with Windows 11 Office 2019 Bluetooth intel HD Graphics hp laptop Silver,HP,8GB,256GB SSD,Intel Core i5,,22999,0,https://www.kilimall.co.ke/listing/1000349254-refurbished-hp-elitebook-820-g3-notebook-intel-core-i5-6th-gen-8gb-ram-256gb-ssd-125-laptops-with-windows-11-office-2019-bluetooth-intel-hd-graphics-hp-laptop-silver?skuId=10001229886&source=search-enterSearch-laptop,Kilimall
1251,i58GB256GBFree MouseRefurbished Hp Probook 430 G3 Laptop i5 6th 8GB RAM 256GB HDD ROM 13.3 Windows 11 Notebook Bluetooth Webcam refurbished hp laptops,HP,8GB,256GB HDD,Intel Core i5,,22999,0,https://www.kilimall.co.ke/listing/1000266875-i58gb256gbfree-mouserefurbished-hp-probook-430-g3-laptop-i5-6th-8gb-ram-256gb-hdd-rom-133-windows-11-notebook-bluetooth-webcam-refurbished-hp-laptops?skuId=10000861614&source=search-enterSearch-laptop,Kilimall
1252,"KILIMALL REFURBISHED HP ELITEBOOK FOLIO 9480 CORE I5 8GB RAM 500GB HDD,14 INCH DISPLAY ,5TH GENERATION ,REFURBISHED LAPTOP,SILVER, WINDOWS 10 PRO MS OFFICE 2019 SILVER 6 MONTHS WARRANTY",HP,8GB,500GB HDD,Intel Core i5,14.0,19999,0,https://www.kilimall.co.ke/listing/1000311371-kilimall-black-friday-refurbished-hp-elitebook-folio-9480-core-i5-8gb-ram-500gb-hdd14-inch-display-5th-generation-refurbished-laptopsilver-windows-10-pro-ms-office-2019-silver-6-months-warranty?skuId=10001074336&source=search-enterSearch-laptop,Kilimall
1253,Refurbished Laptop Dell Latitude 7280 Notebook Computer  Intel Core i5 6th Generation  8G RAM  256GB SSD Storage  12.5 HD Display  Installed with Windows 10Pro MS Office 2019,Dell,Unknown,256GB SSD,Intel Core i5,,20899,0,https://www.kilimall.co.ke/listing/1000429063-new-year-sale-refurbished-laptop-dell-latitude-7280-notebook-computer-intel-core-i5-6th-generation-8g-ram-256gb-ssd-storage-125-hd-display-installed-with-windows-10pro-ms-office-2019?skuId=10001625740&source=search-enterSearch-laptop,Kilimall
1254,i58GB128GBFree MouseRefurbished Hp Probook 430 G3 Laptop i5 6th 8GB RAM 128GB HDD ROM 13.3 Windows 11 Notebook Bluetooth Webcam refurbished hp laptops,HP,8GB,128GB HDD,Intel Core i5,,20599,0,https://www.kilimall.co.ke/listing/1000266924-i58gb128gbfree-mouserefurbished-hp-probook-430-g3-laptop-i5-6th-8gb-ram-128gb-hdd-rom-133-windows-11-notebook-bluetooth-webcam-refurbished-hp-laptops?skuId=10000861753&source=search-enterSearch-laptop,Kilimall
1255,i58GB256GBFree MouseRefurbished Hp Probook 430 G3 Laptop i5 6th 8GB RAM 256GB SSD ROM 13.3 Windows 11 Notebook Bluetooth Webcam refurbished hp laptops,HP,8GB,256GB SSD,Intel Core i5,,22999,0,https://www.kilimall.co.ke/listing/1000265436-i58gb256gbfree-mouserefurbished-hp-probook-430-g3-laptop-i5-6th-8gb-ram-256gb-ssd-rom-133-windows-11-notebook-bluetooth-webcam-refurbished-hp-laptops?skuId=10000857068&source=search-enterSearch-laptop,Kilimall
1256,i58GB512GBFree MouseRefurbished Hp Probook 430 G3 Laptop i5 6th 8GB RAM 512GB SSD ROM 13.3 Windows 11 Notebook Bluetooth Webcam refurbished hp laptops,HP,8GB,512GB SSD,Intel Core i5,,24999,0,https://www.kilimall.co.ke/listing/1000265447-i58gb512gbfree-mouserefurbished-hp-probook-430-g3-laptop-i5-6th-8gb-ram-512gb-ssd-rom-133-windows-11-notebook-bluetooth-webcam-refurbished-hp-laptops?skuId=10000857090&source=search-enterSearch-laptop,Kilimall
1257,i58GB256GB SSDFree MouseRefurbished HP Probook 640 G1 Laptop Intel Core i5 8GB RAM 256GB SSD ROM 14 Windows 11 6 months warranty Notebook Bluetooth Webcam Laptops,HP,8GB,256GB SSD,Intel Core i5,,22999,0,https://www.kilimall.co.ke/listing/1000263028-i58gb256gb-ssdfree-mouserefurbished-hp-probook-640-g1-laptop-intel-core-i5-8gb-ram-256gb-ssd-rom-14-windows-11-6-months-warranty-notebook-bluetooth-webcam-laptops?skuId=10000849597&source=search-enterSearch-laptop,Kilimall
1258,i58GB500GBFree MouseRefurbished HP Probook 640 G1 Laptop Intel Core i5 8GB RAM  500GB HDD ROM 14 Windows 11 6 months warranty Notebook Bluetooth Webcam Laptops,HP,8GB,500GB HDD,Intel Core i5,,19899,0,https://www.kilimall.co.ke/listing/1000263001-i58gb500gbfree-mouserefurbished-hp-probook-640-g1-laptop-intel-core-i5-8gb-ram-500gb-hdd-rom-14-windows-11-6-months-warranty-notebook-bluetooth-webcam-laptops?skuId=10000849383&source=search-enterSearch-laptop,Kilimall
1259,i58GB256GB SSDFree MouseRefurbished HP Probook 640 G1 Laptop Intel Core i5 8GB RAM 256GB SSD ROM 14 Windows 11 6 months warranty Notebook Bluetooth Webcam Laptops,HP,8GB,256GB SSD,Intel Core i5,,21999,0,https://www.kilimall.co.ke/listing/1000263063-i58gb256gb-ssdfree-mouserefurbished-hp-probook-640-g1-laptop-intel-core-i5-8gb-ram-256gb-ssd-rom-14-windows-11-6-months-warranty-notebook-bluetooth-webcam-laptops?skuId=10000849793&source=search-enterSearch-laptop,Kilimall
1260,i58GB512GB SSDFree MouseRefurbished HP Probook 640 G1 Laptop Intel Core i5 8GB RAM 512GB SSD ROM 14 Windows 11 6 months warranty Notebook Bluetooth Webcam Laptops,HP,8GB,512GB SSD,Intel Core i5,,22999,0,https://www.kilimall.co.ke/listing/1000263080-i58gb512gb-ssdfree-mouserefurbished-hp-probook-640-g1-laptop-intel-core-i5-8gb-ram-512gb-ssd-rom-14-windows-11-6-months-warranty-notebook-bluetooth-webcam-laptops?skuId=10000849825&source=search-enterSearch-laptop,Kilimall
1261,i58GB500GBFree MouseRefurbished HP Probook 640 G1 Laptop Intel Core i5 8GB RAM  500GB HDD ROM 14 Windows 11 6 months warranty Notebook Bluetooth Webcam Laptops,HP,8GB,500GB HDD,Intel Core i5,,19899,0,https://www.kilimall.co.ke/listing/1000263001-i58gb500gbfree-mouserefurbished-hp-probook-640-g1-laptop-intel-core-i5-8gb-ram-500gb-hdd-rom-14-windows-11-6-months-warranty-notebook-bluetooth-webcam-laptops?skuId=10000849383&source=search-enterSearch-laptop,Kilimall
1262,i58GB128GB SSDFree MouseRefurbished HP Probook 640 G1 Laptop Intel Core i5 8GB RAM 128GB SSD ROM 14 Windows 11 6 months warranty Notebook Bluetooth Webcam Laptops,HP,8GB,128GB SSD,Intel Core i5,,19999,0,https://www.kilimall.co.ke/listing/1000263501-i58gb128gb-ssdfree-mouserefurbished-hp-probook-640-g1-laptop-intel-core-i5-8gb-ram-128gb-ssd-rom-14-windows-11-6-months-warranty-notebook-bluetooth-webcam-laptops?skuId=10000851715&source=search-enterSearch-laptop,Kilimall
1263,HP Refurbished EliteBook 820 G2 Core I7 4GB RAM 500GB 5th Gen 12.5 Ultrabook Laptop,HP,4GB,500GB,Intel Core i7,,17799,0,https://www.kilimall.co.ke/listing/1000411479-hp-refurbished-elitebook-820-g2-core-i7-4gb-ram-500gb-5th-gen-125-ultrabook-laptop?skuId=10001556517&source=search-enterSearch-laptop,Kilimall
1264,Refurbished Hp Elitebook 820 G1 Laptop - Intel Core i5 4th- 8GB Ram 500GB HDD Rom - 12.5 Inch Notebook Ultrabook Windows 11 computer,HP,8GB,500GB HDD,Intel Core i5,12.5,20999,0,https://www.kilimall.co.ke/listing/1000261155-refurbished-hp-elitebook-820-g1-laptop-intel-core-i5-4th-8gb-ram-500gb-hdd-rom-125-inch-notebook-ultrabook-windows-11-computer?skuId=10000828257&source=search-enterSearch-laptop,Kilimall
1265,Refurbished Hp Elitebook 820 G1 Laptop - Intel Core i5 4th- 8GB Ram 512GB SSD Rom - 12.5 Inch Notebook Ultrabook Windows 11 computer,HP,8GB,512GB SSD,Intel Core i5,12.5,24999,0,https://www.kilimall.co.ke/listing/1000261126-refurbished-hp-elitebook-820-g1-laptop-intel-core-i5-4th-8gb-ram-512gb-ssd-rom-125-inch-notebook-ultrabook-windows-11-computer?skuId=10000828019&source=search-enterSearch-laptop,Kilimall
1266,"TOUCHSCREEN REFURBISHED LENOVO THINKPAD YOGA 11E 4GB RAM 128GB SSD , CELERON, 2 IN 1 LAPTOP , 5TH GENERATION X360 COMPUTER, INSTALLED WINDOWS 10 PRO, Black",Lenovo,4GB,128GB SSD,Unknown,,12000,0,https://www.kilimall.co.ke/listing/1000342822-touchscreen-refurbished-lenovo-thinkpad-yoga-11e-4gb-ram-128gb-ssd-celeron-2-in-1-laptop-5th-generation-x360-computer-installed-windows-10-pro-black?skuId=10001192424&source=search-enterSearch-laptop,Kilimall
1267,Refurbished Dell Latitude 7440 Ultrabook Intel Core i5 4th Generation Laptop,Dell,Unknown,Unknown,Intel Core i5,,17906,0,https://www.kilimall.co.ke/listing/1000400645-special-offer-on-hot-dealsrefurbished-dell-latitude-7440-ultrabook-intel-core-i5-4th-generation-laptop?skuId=10001516264&source=search-enterSearch-laptop,Kilimall
1268,Free Mouse 8GB512GB SSDRefurbished Laptop Lenovo Thinkpad x270 Core i5 6th 8GB512GB12.5 Windows 10 Notebook Bluetooth Webcam Intel HD Graphics,Lenovo,8GB,Unknown,Intel Core i5,,23999,0,https://www.kilimall.co.ke/listing/1000247528-free-mouse-8gb512gb-ssdrefurbished-laptop-lenovo-thinkpad-x270-core-i5-6th-8gb512gb125-windows-10-notebook-bluetooth-webcam-intel-hd-graphics?skuId=10000734175&source=search-enterSearch-laptop,Kilimall
1269,Free MouseRefurbished Laptop Lenovo X270 Core i5 6th 8GB256GB14 Windows 10 14 FHD Display Bluetooth Webcam WiFi Intel Graphics 6 Months Warranty laptops,Lenovo,8GB,Unknown,Intel Core i5,,20999,0,https://www.kilimall.co.ke/listing/1000247418-free-mouserefurbished-laptop-lenovo-x270-core-i5-6th-8gb256gb14-windows-10-14-fhd-display-bluetooth-webcam-wifi-intel-graphics-6-months-warranty-laptops?skuId=10000733455&source=search-enterSearch-laptop,Kilimall
1270,Refurbished Lenovo Thinkpad Yoga 370 Laptop i5 7th 8GB 256GB SSD 13.3 Inch x360 Touchscreen Display Windows 11 laptop with Lenovo Digital Stylus.,Lenovo,8GB,256GB SSD,Intel Core i5,13.3,27599,2,https://www.kilimall.co.ke/listing/1000162919-refurbished-lenovo-thinkpad-yoga-370-laptop-i5-7th-8gb-256gb-ssd-133-inch-x360-touchscreen-display-windows-11-laptop-with-lenovo-digital-stylus?skuId=10000407494&source=search-enterSearch-laptop,Kilimall
1271,DELL Laptop Latitude E7270 Intel Core i5 6th Gen 6300U 2.40 GHz 8GB Memory 256 GB SSD 12.5 HD Screen Windows 10 Pro 64-bit,Dell,8GB,256GB SSD,Intel Core i5,,26999,0,https://www.kilimall.co.ke/listing/1000355189-dell-laptop-latitude-e7270-intel-core-i5-6th-gen-6300u-240-ghz-8gb-memory-256-gb-ssd-125-hd-screen-windows-10-pro-64bit?skuId=10001259039&source=search-enterSearch-laptop,Kilimall
1272,HP Refurbished EliteBook 840 G4 Core I5 8GB 256GB SSD 14 Touchscreen 7th Gen Slim Laptop,HP,8GB,256GB SSD,Intel Core i5,,27399,0,https://www.kilimall.co.ke/listing/1000402370-hp-refurbished-elitebook-840-g4-core-i5-8gb-256gb-ssd-14-touchscreen-7th-gen-slim-laptop?skuId=10001523145&source=search-enterSearch-laptop,Kilimall
1273,Core i58GB256GB12.5 Refurbished Hp Elitebook 820 G3 Laptop Intel Core i5 6th Gen 8GB 256GB SSD 12.5 Display Notebook Laptops Computer,HP,8GB,256GB SSD,Intel Core i5,,24999,0,https://www.kilimall.co.ke/listing/1000373357-core-i58gb256gb125-refurbished-hp-elitebook-820-g3-laptop-intel-core-i5-6th-gen-8gb-256gb-ssd-125-display-notebook-laptops-computer?skuId=10001380659&source=search-enterSearch-laptop,Kilimall
1274,Refurbished Hp Elitebook 840 G2 Laptop - Intel Core i5 - 8GB RAM 500GB HDD ROM - 14 Windows 10 Notebook Black 14 inch,HP,8GB,500GB HDD,Intel Core i5,14.0,17999,0,https://www.kilimall.co.ke/listing/1000362161-special-offer-refurbished-hp-elitebook-840-g2-laptop-intel-core-i5-8gb-ram-500gb-hdd-rom-14-windows-10-notebook-black-14-inch?skuId=10001307824&source=search-enterSearch-laptop,Kilimall
1275,"HP EliteBook 820 G1 Core I5 8GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished,",HP,8GB,500GB HDD,Intel Core i5,,16799,0,https://www.kilimall.co.ke/listing/1000400547-hp-elitebook-820-g1-core-i5-8gb-ram-500gb-hdd-slim-ultrabook-laptop-refurbished?skuId=10001516010&source=search-enterSearch-laptop,Kilimall
1276,HP EliteBook 820 G1 Laptop Computer  Intel Core i5 8GB RAM  500GB HDD Storage Slim Ultrabook Laptop 4th Generation14 Inch Display  Windows 10  MS Office 6 Months Warranty,HP,8GB,500GB HDD,Intel Core i5,14.0,18899,0,https://www.kilimall.co.ke/listing/1000393472-new-year-sale-hp-elitebook-820-g1-laptop-computer-intel-core-i5-8gb-ram-500gb-hdd-storage-slim-ultrabook-laptop-4th-generation14-inch-display-windows-10-ms-office-6-months-warranty?skuId=10001491400&source=search-enterSearch-laptop,Kilimall
1277,Refurbished Hp Elitebook 820 G3 Notebook - Intel Core i5 6th Gen - 8GB Ram 256gb ssd - 12.5 Laptops with Windows 11 Office 2019 Bluetooth intel HD Graphics hp laptop Silver,HP,8GB,256GB SSD,Intel Core i5,,22599,0,https://www.kilimall.co.ke/listing/1000349753-refurbished-hp-elitebook-820-g3-notebook-intel-core-i5-6th-gen-8gb-ram-256gb-ssd-125-laptops-with-windows-11-office-2019-bluetooth-intel-hd-graphics-hp-laptop-silver?skuId=10001232131&source=search-enterSearch-laptop,Kilimall
1278,Refurbished Hp Elitebook 840 G1 Laptop - Intel Core i5 - 8GB RAM 500GB HDD ROM - 14 Windows 10 Notebook Black 14 inch,HP,8GB,500GB HDD,Intel Core i5,14.0,17499,0,https://www.kilimall.co.ke/listing/1000362194-special-offer-refurbished-hp-elitebook-840-g1-laptop-intel-core-i5-8gb-ram-500gb-hdd-rom-14-windows-10-notebook-black-14-inch?skuId=10001307942&source=search-enterSearch-laptop,Kilimall
1279,Dell Latitude E7270 Intel Core i7 Ultrabook 12.5 Laptop i7 8GB RAM 256GB SSD TouchScreen,Dell,8GB,256GB SSD,Intel Core i7,,35000,0,https://www.kilimall.co.ke/listing/1000354712-dell-latitude-e7270-intel-core-i7-ultrabook-125-laptop-i7-8gb-ram-256gb-ssd-touchscreen?skuId=10001257811&source=search-enterSearch-laptop,Kilimall
1280,Latitude E7270 Intel Core i7 Ultrabook 12.5 Laptop i7 8GB RAM 256GB SSD TouchScreen 2.6GHz Speed,Dell,8GB,256GB SSD,Intel Core i7,,35000,0,https://www.kilimall.co.ke/listing/1000354771-latitude-e7270-intel-core-i7-ultrabook-125-laptop-i7-8gb-ram-256gb-ssd-touchscreen-26ghz-speed?skuId=10001257952&source=search-enterSearch-laptop,Kilimall
1281,HP EliteBook Folio 9480 Core i5 8GB RAM 500GB HDD 14 Inch LED Ultrabook Laptop Backlit Keyboard Windows 10 Microsoft Office 2019,HP,8GB,500GB HDD,Intel Core i5,14.0,21999,0,https://www.kilimall.co.ke/listing/1000386397-christmas-offerhp-elitebook-folio-9480-core-i5-8gb-ram-500gb-hdd-14-inch-led-ultrabook-laptop-backlit-keyboard-windows-10-microsoft-office-2019?skuId=10001465744&source=search-enterSearch-laptop,Kilimall
1282,Best Deal HP EliteBook 8460 Laptop Intel Core i5 4GB RAM  500GB HDD Storage 14 inch Display Refurbished Business Laptops PC Notebook High Quality Windows Computer,HP,4GB,500GB HDD,Intel Core i5,14.0,13000,0,https://www.kilimall.co.ke/listing/1000289172-best-deal-hp-elitebook-8460-laptop-intel-core-i5-4gb-ram-500gb-hdd-storage-14-inch-display-refurbished-business-laptops-pc-notebook-high-quality-windows-computer?skuId=10000990364&source=search-enterSearch-laptop,Kilimall
1283,FREE MOUSE8GB500GBHp ProBook 430 G2 - Core i3 5th Gen - 8GB RAM - 500GB HDD - 13.3 Refurbished laptop - Windows 10 Notebook - Office 2019,HP,8GB,500GB HDD,Intel Core i3,,23999,0,https://www.kilimall.co.ke/listing/1000255413-free-mouse8gb500gbhp-probook-430-g2-core-i3-5th-gen-8gb-ram-500gb-hdd-133-refurbished-laptop-windows-10-notebook-office-2019?skuId=10000788346&source=search-enterSearch-laptop,Kilimall
1284,Free MouseRefurbished Lenovo Thinkpad X260 Laptop i5 8GB 256GB SSD 2.40 Ghz 12.5 Inches FHD Windows 11 Intel HD Graphics Bluetooth Webcam,Lenovo,8GB,256GB SSD,Intel Core i5,12.5,19899,0,https://www.kilimall.co.ke/listing/1000229942-free-mouserefurbished-lenovo-thinkpad-x260-laptop-i5-8gb-256gb-ssd-240-ghz-125-inches-fhd-windows-11-intel-hd-graphics-bluetooth-webcam?skuId=10000639534&source=search-enterSearch-laptop,Kilimall
1285,Free MouseRefurbished Lenovo Thinkpad X260 Laptop i5 8GB 128GB SSD 2.40 Ghz 12.5 Inches FHD Windows 11 Intel HD Graphics Bluetooth Webcam,Lenovo,8GB,128GB SSD,Intel Core i5,12.5,17399,0,https://www.kilimall.co.ke/listing/1000229901-free-mouserefurbished-lenovo-thinkpad-x260-laptop-i5-8gb-128gb-ssd-240-ghz-125-inches-fhd-windows-11-intel-hd-graphics-bluetooth-webcam?skuId=10000639480&source=search-enterSearch-laptop,Kilimall
1286,Core i78gb256gb12.5 Refurbished Hp Elitebook 820 G3 Laptop Intel Core i7 6th Gen 8GB 256GB SSD 12.5 Notebook Laptop Computer Laptops,HP,8GB,256GB SSD,Intel Core i7,,24499,0,https://www.kilimall.co.ke/listing/1000397096-black-friday-offercore-i78gb256gb125-refurbished-hp-elitebook-820-g3-laptop-intel-core-i7-6th-gen-8gb-256gb-ssd-125-notebook-laptop-computer-laptops?skuId=10001504464&source=search-enterSearch-laptop,Kilimall
1287,HP EliteBook 820 Core I5 8GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished,HP,8GB,500GB HDD,Intel Core i5,,17699,0,https://www.kilimall.co.ke/listing/1000411506-hp-elitebook-820-core-i5-8gb-ram-500gb-hdd-slim-ultrabook-laptop-refurbished?skuId=10001556609&source=search-enterSearch-laptop,Kilimall
1288,Dell Latitude E7270 Ultrabook 12.5 Laptop i5 8GB RAM 256GB SSD TouchScreen,Dell,8GB,256GB SSD,Intel Core i5,,36000,0,https://www.kilimall.co.ke/listing/1000354705-dell-latitude-e7270-ultrabook-125-laptop-i5-8gb-ram-256gb-ssd-touchscreen?skuId=10001257798&source=search-enterSearch-laptop,Kilimall
1289,Refurbished Hp Elitebook 840 G2 Laptop - Intel Core i5 - 8GB RAM 500GB ROM - 14 Windows 10 Notebook Black 14 inch,HP,8GB,500GB,Intel Core i5,14.0,20500,0,https://www.kilimall.co.ke/listing/1000400960-hot-offerrefurbished-hp-elitebook-840-g2-laptop-intel-core-i5-8gb-ram-500gb-rom-14-windows-10-notebook-black-14-inch?skuId=10001516989&source=search-enterSearch-laptop,Kilimall
1290,Refurbished Hp Elitebook 840 G5 Laptop Intel Core i5 Touchscreen 8GB RAM  256GB SSD ROM Storage 14 Windows 10 Notebook Laptops Computer,HP,8GB,256GB SSD,Intel Core i5,,32300,0,https://www.kilimall.co.ke/listing/1000376825-refurbished-hp-elitebook-840-g5-laptop-intel-core-i5-touchscreen-8gb-ram-256gb-ssd-rom-storage-14-windows-10-notebook-laptops-computer?skuId=10001402466&source=search-enterSearch-laptop,Kilimall
1291,Core i58GB256GB14 Refurbished Hp Elitebook 840 G3 Laptop Intel Core i5 6th Gen 8GB 256GB SSD 14 Backlit Keyboard Notebook Laptops Computer,HP,8GB,256GB SSD,Intel Core i5,,24999,0,https://www.kilimall.co.ke/listing/1000373342-core-i58gb256gb14-refurbished-hp-elitebook-840-g3-laptop-intel-core-i5-6th-gen-8gb-256gb-ssd-14-backlit-keyboard-notebook-laptops-computer?skuId=10001380566&source=search-enterSearch-laptop,Kilimall
